Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Weather Conditions,Roadwork and Construction Activity
2022-01-13,Koramangala,Sarjapur Road,55123,36.177212,1.5,100,100,3,Rain,No
2022-01-13,M.G. Road,Trinity Circle,52096,49.122206,1.5,100,100,3,Overcast,Yes
2022-01-13,M.G. Road,Anil Kumble Circle,26541,38.041929,1.5,89.285875,100,2,Clear,No
2022-01-13,Jayanagar,South End Circle,17216,35.775898,1.1801404,62.363193,87.591476,1,Rain,No
2022-01-13,Hebbal,Ballari Road,19195,50.242647,1.3348165,59.568855,97.403819,1,Overcast,No
2022-01-14,Indiranagar,100 Feet Road,24545,51.503818,1.2241763,74.036456,100,3,Overcast,No
2022-01-14,Koramangala,Sony World Junction,56258,45.859821,1.5,100,100,1,Clear,No
2022-01-14,Koramangala,Sarjapur Road,32100,26.360488,1.5,97.962857,100,4,Overcast,No
2022-01-14,Electronic City,Hosur Road,6265,51.419305,1.3317147,28.462911,32.042724,0,Overcast,No
2022-01-14,M.G. Road,Trinity Circle,35956,42.828702,1.5,100,100,2,Clear,No
2022-01-14,M.G. Road,Anil Kumble Circle,38339,20,1.5,100,100,1,Clear,No
2022-01-14,Jayanagar,South End Circle,28132,33.195102,1.5,91.713634,100,1,Windy,No
2022-01-14,Hebbal,Hebbal Flyover,16393,29.158641,1.3630444,58.923986,83.044052,0,Clear,No
2022-01-14,Yeshwanthpur,Yeshwanthpur Circle,9696,37.808467,1.04841,30.698956,50.99178,0,Clear,No
2022-01-14,Yeshwanthpur,Tumkur Road,21620,52.589386,1.3494794,76.546128,100,1,Clear,No
2022-01-15,Indiranagar,100 Feet Road,20081,52.326494,1.2916694,69.9825,100,1,Fog,No
2022-01-15,Indiranagar,CMH Road,40722,28.068132,1.5,100,100,3,Clear,Yes
2022-01-15,Koramangala,Sony World Junction,13316,36.941299,1.2708483,46.502252,65.225937,0,Clear,No
2022-01-15,Electronic City,Silk Board Junction,4901,41.381887,1.0093408,21.460939,24.09023,0,Rain,No
2022-01-15,M.G. Road,Anil Kumble Circle,45841,20.13723,1.5,100,100,1,Clear,No
2022-01-15,Jayanagar,Jayanagar 4th Block,14041,52.479103,1.232187,39.587267,69.645437,1,Rain,No
2022-01-15,Jayanagar,South End Circle,11644,29.970297,1.0910999,48.09391,62.314546,1,Clear,No
2022-01-15,Hebbal,Ballari Road,29959,38.905229,1.5,100,100,1,Clear,No
2022-01-16,Indiranagar,100 Feet Road,37666,35.895807,1.5,100,100,4,Clear,No
2022-01-16,Indiranagar,CMH Road,33681,39.070523,1.5,100,100,2,Clear,Yes
2022-01-16,Koramangala,Sarjapur Road,47091,46.824538,1.5,100,100,1,Clear,No
2022-01-16,M.G. Road,Trinity Circle,44425,37.132937,1.5,100,100,2,Overcast,No
2022-01-16,M.G. Road,Anil Kumble Circle,50941,20,1.5,100,100,4,Clear,No
2022-01-16,Jayanagar,Jayanagar 4th Block,28429,40.054702,1.5,95.813353,100,1,Clear,No
2022-01-16,Jayanagar,South End Circle,8373,45.15379,1.1104678,32.04953,37.491896,1,Clear,No
2022-01-16,Hebbal,Hebbal Flyover,29521,44.449717,1.5,100,100,1,Clear,No
2022-01-17,Indiranagar,100 Feet Road,43778,45.584845,1.5,100,100,1,Clear,No
2022-01-17,Indiranagar,CMH Road,11546,59.524675,1.328872,45.493627,54.849941,1,Clear,No
2022-01-17,Whitefield,ITPL Main Road,28643,27.385925,1.5,89.460972,100,1,Clear,No
2022-01-17,Koramangala,Sony World Junction,14771,35.056506,1.1971458,47.322462,74.164377,0,Clear,No
2022-01-17,M.G. Road,Trinity Circle,13672,50.918141,1.0480829,40.88499,63.535524,0,Clear,No
2022-01-17,Jayanagar,South End Circle,38680,41.769664,1.5,100,100,1,Clear,No
2022-01-18,Indiranagar,CMH Road,22675,39.021916,1.0563212,78.031606,100,1,Clear,No
2022-01-18,Whitefield,Marathahalli Bridge,24990,51.199263,1.0248813,76.246061,100,2,Clear,No
2022-01-18,Koramangala,Sony World Junction,43308,34.169664,1.5,100,100,1,Windy,No
2022-01-18,M.G. Road,Anil Kumble Circle,30048,21.36826,1.5,91.621631,100,3,Fog,No
2022-01-18,Hebbal,Hebbal Flyover,29980,50.622551,1.5,90.175396,100,2,Clear,No
2022-01-18,Hebbal,Ballari Road,27611,38.389937,1.5,87.814365,100,2,Clear,No
2022-01-18,Yeshwanthpur,Yeshwanthpur Circle,25136,22.551688,1.5,78.594645,100,1,Overcast,No
2022-01-19,Indiranagar,100 Feet Road,37647,61.34222,1.5,100,100,4,Clear,No
2022-01-19,Indiranagar,CMH Road,24022,52.096413,1.1637648,86.290905,100,3,Clear,No
2022-01-19,Whitefield,ITPL Main Road,21972,45.341524,1.3892313,67.762507,100,0,Rain,No
2022-01-19,Koramangala,Sarjapur Road,32388,25.188345,1.5,100,100,5,Clear,No
2022-01-19,M.G. Road,Trinity Circle,22823,52.929349,1.2857697,81.256772,100,2,Overcast,No
2022-01-19,M.G. Road,Anil Kumble Circle,55355,28.827468,1.5,100,100,5,Fog,No
2022-01-19,Jayanagar,Jayanagar 4th Block,35758,39.547952,1.5,100,100,3,Clear,No
2022-01-19,Jayanagar,South End Circle,34084,26.372242,1.5,100,100,2,Rain,Yes
2022-01-19,Hebbal,Ballari Road,22499,29.849047,1.13362,79.650648,100,0,Clear,No
2022-01-20,Indiranagar,100 Feet Road,34920,21.739523,1.5,100,100,1,Windy,No
2022-01-20,Indiranagar,CMH Road,34071,52.015211,1.5,100,100,1,Clear,No
2022-01-20,Whitefield,Marathahalli Bridge,9673,58.404611,1.2594019,27.591374,43.516107,1,Clear,No
2022-01-20,Koramangala,Sony World Junction,29570,37.767934,1.5,100,100,2,Overcast,No
2022-01-20,Koramangala,Sarjapur Road,56542,33.590721,1.5,100,100,1,Rain,No
2022-01-20,Electronic City,Silk Board Junction,12718,50.679417,1.0054982,37.360859,60.734065,0,Rain,Yes
2022-01-20,Yeshwanthpur,Yeshwanthpur Circle,23607,53.872908,1.2085796,70.059174,100,3,Rain,No
2022-01-21,Indiranagar,100 Feet Road,37614,36.842479,1.5,100,100,1,Overcast,No
2022-01-21,Indiranagar,CMH Road,32230,43.132052,1.5,100,100,0,Clear,No
2022-01-21,Whitefield,Marathahalli Bridge,21898,57.446796,1.1427544,70.069117,100,4,Clear,No
2022-01-21,Koramangala,Sony World Junction,63687,39.826879,1.5,100,100,2,Clear,Yes
2022-01-21,M.G. Road,Trinity Circle,12718,49.249661,1.1417085,34.500243,60.813613,0,Clear,No
2022-01-21,M.G. Road,Anil Kumble Circle,34242,20,1.5,100,100,1,Clear,No
2022-01-21,Jayanagar,Jayanagar 4th Block,18866,36.939324,1.0825008,60.723854,98.286748,0,Clear,No
2022-01-21,Hebbal,Ballari Road,10280,62.586205,1.3344471,40.694434,54.833262,0,Overcast,No
2022-01-21,Yeshwanthpur,Yeshwanthpur Circle,13448,54.406961,1.2167044,54.187983,62.905647,1,Clear,No
2022-01-21,Yeshwanthpur,Tumkur Road,17523,42.171535,1.2626918,62.585313,82.698637,0,Clear,Yes
2022-01-22,Indiranagar,100 Feet Road,38113,42.890567,1.5,100,100,1,Fog,No
2022-01-22,Indiranagar,CMH Road,38352,38.105913,1.5,100,100,1,Clear,No
2022-01-22,Koramangala,Sony World Junction,14092,60.192839,1.3287324,50.163549,73.422415,0,Clear,No
2022-01-22,Koramangala,Sarjapur Road,26948,41.178748,1.5,93.066046,100,2,Clear,Yes
2022-01-22,Electronic City,Silk Board Junction,18286,42.365518,1.1292109,68.911717,95.311182,0,Clear,Yes
2022-01-22,M.G. Road,Trinity Circle,56645,26.887429,1.5,100,100,2,Clear,No
2022-01-22,M.G. Road,Anil Kumble Circle,28669,41.297499,1.5,86.342094,100,4,Clear,No
2022-01-22,Jayanagar,Jayanagar 4th Block,35174,40.604814,1.5,100,100,6,Clear,No
2022-01-22,Yeshwanthpur,Yeshwanthpur Circle,16461,61.850143,1.0717424,58.972783,81.85672,1,Overcast,No
2022-01-23,Indiranagar,100 Feet Road,32690,31.874573,1.5,100,100,3,Overcast,No
2022-01-23,Indiranagar,CMH Road,25259,26.956842,1.5,79.927058,100,1,Clear,No
2022-01-23,Whitefield,Marathahalli Bridge,33372,38.084501,1.5,100,100,1,Clear,No
2022-01-23,Electronic City,Silk Board Junction,14390,34.579556,1.0930024,40.560246,69.514631,0,Clear,No
2022-01-23,M.G. Road,Trinity Circle,11081,43.498958,1.2253633,43.012764,51.776485,0,Clear,No
2022-01-23,M.G. Road,Anil Kumble Circle,51532,28.644422,1.5,100,100,4,Clear,No
2022-01-23,Jayanagar,South End Circle,25726,45.358252,1.5,92.949227,100,2,Clear,No
2022-01-23,Hebbal,Ballari Road,34430,23.322204,1.5,100,100,1,Fog,No
2022-01-23,Yeshwanthpur,Yeshwanthpur Circle,22204,49.683156,1.0700493,77.468626,100,2,Fog,No
2022-01-24,Indiranagar,100 Feet Road,12829,44.726681,1.0160236,38.592552,61.220409,0,Clear,No
2022-01-24,Indiranagar,CMH Road,45895,48.883378,1.5,100,100,0,Clear,No
2022-01-24,Whitefield,Marathahalli Bridge,5915,62.246966,1.3356722,12.930258,24.824717,0,Clear,No
2022-01-24,Whitefield,ITPL Main Road,37716,28.850496,1.5,100,100,2,Clear,No
2022-01-24,Koramangala,Sony World Junction,62021,36.958452,1.5,100,100,5,Windy,No
2022-01-24,Koramangala,Sarjapur Road,13360,41.075289,1.1373547,51.224769,71.154845,0,Clear,No
2022-01-24,M.G. Road,Trinity Circle,30151,31.277275,1.5,100,100,4,Overcast,No
2022-01-24,Jayanagar,Jayanagar 4th Block,24526,38.914103,1.073853,78.595486,100,1,Clear,No
2022-01-24,Jayanagar,South End Circle,19822,46.057538,1.1375831,70.733335,100,5,Clear,No
2022-01-24,Hebbal,Hebbal Flyover,46065,41.021183,1.5,100,100,1,Windy,No
2022-01-24,Yeshwanthpur,Tumkur Road,7129,41.983661,1.1831716,18.293766,36.784703,0,Clear,No
2022-01-25,Indiranagar,100 Feet Road,20961,20,1.3363635,64.294774,100,2,Clear,No
2022-01-25,Indiranagar,CMH Road,24321,45.533074,1.2248755,85.365066,100,1,Clear,No
2022-01-25,Koramangala,Sony World Junction,29069,32.112047,1.5,93.99462,100,2,Clear,No
2022-01-25,Electronic City,Silk Board Junction,19060,42.440694,1.3737216,71.861744,96.654144,3,Overcast,No
2022-01-25,M.G. Road,Anil Kumble Circle,25628,38.09999,1.5,92.310913,100,2,Fog,No
2022-01-25,Hebbal,Ballari Road,30220,31.636213,1.5,100,100,0,Clear,No
2022-01-25,Yeshwanthpur,Yeshwanthpur Circle,16992,40.240114,1.3591859,48.322553,83.891039,0,Clear,No
2022-01-26,Indiranagar,100 Feet Road,22812,43.937785,1.0157567,77.518997,100,0,Clear,No
2022-01-26,Whitefield,ITPL Main Road,25420,32.323589,1.5,82.227773,100,0,Overcast,No
2022-01-26,Koramangala,Sony World Junction,47525,31.307928,1.5,100,100,1,Clear,No
2022-01-26,Electronic City,Silk Board Junction,10387,31.544166,1.1633822,38.217278,47.501804,0,Overcast,No
2022-01-26,M.G. Road,Trinity Circle,23066,39.985979,1.2689535,83.40796,100,2,Windy,No
2022-01-26,Yeshwanthpur,Tumkur Road,17057,62.666555,1.1709946,53.46236,85.927318,1,Clear,No
2022-01-27,Indiranagar,100 Feet Road,50653,27.757535,1.5,100,100,0,Rain,No
2022-01-27,Indiranagar,CMH Road,30838,53.27681,1.5,98.311787,100,2,Rain,No
2022-01-27,Whitefield,Marathahalli Bridge,23141,23.851337,1.3715438,73.776097,100,0,Clear,No
2022-01-27,Whitefield,ITPL Main Road,24554,54.379155,1.2255678,81.852237,100,0,Fog,No
2022-01-27,Koramangala,Sony World Junction,45333,36.524348,1.5,100,100,2,Clear,No
2022-01-27,Koramangala,Sarjapur Road,39089,42.087187,1.5,100,100,3,Fog,No
2022-01-27,Electronic City,Hosur Road,7170,46.342965,1.3830527,25.214899,35.994613,0,Clear,No
2022-01-27,Electronic City,Silk Board Junction,11936,47.747419,1.2127487,47.259037,64.635689,0,Rain,No
2022-01-27,M.G. Road,Trinity Circle,39649,24.742473,1.5,100,100,5,Clear,No
2022-01-27,Jayanagar,Jayanagar 4th Block,30365,58.200407,1.5,92.93731,100,0,Clear,No
2022-01-27,Hebbal,Hebbal Flyover,21672,47.388294,1.3239698,73.902604,100,2,Clear,No
2022-01-27,Hebbal,Ballari Road,26920,47.300006,1.5,93.246591,100,3,Clear,No
2022-01-28,Indiranagar,100 Feet Road,22144,42.606231,1.3533094,72.109846,100,3,Clear,No
2022-01-28,Indiranagar,CMH Road,33499,31.384114,1.5,100,100,2,Overcast,No
2022-01-28,Whitefield,Marathahalli Bridge,23387,53.039193,1.1185303,70.826056,100,2,Clear,No
2022-01-28,Koramangala,Sarjapur Road,61743,20,1.5,100,100,4,Clear,No
2022-01-28,Electronic City,Silk Board Junction,17296,53.074447,1.0865331,56.50488,81.963627,2,Fog,No
2022-01-28,M.G. Road,Trinity Circle,61089,43.890371,1.5,100,100,1,Rain,Yes
2022-01-28,M.G. Road,Anil Kumble Circle,24965,39.518336,1.1546828,74.239671,100,2,Clear,No
2022-01-28,Jayanagar,South End Circle,44414,40.963971,1.5,100,100,2,Clear,No
2022-01-28,Yeshwanthpur,Yeshwanthpur Circle,12421,46.020749,1.001675,44.81202,63.523195,0,Clear,No
2022-01-29,Indiranagar,100 Feet Road,21212,39.338714,1.0387863,64.287299,100,1,Fog,No
2022-01-29,Indiranagar,CMH Road,46015,40.956441,1.5,100,100,3,Overcast,Yes
2022-01-29,Whitefield,ITPL Main Road,17369,56.040706,1.2078447,67.827193,83.197173,1,Clear,No
2022-01-29,Koramangala,Sony World Junction,41459,37.635467,1.5,100,100,1,Clear,No
2022-01-29,Koramangala,Sarjapur Road,47061,49.665409,1.5,100,100,1,Clear,No
2022-01-29,Electronic City,Silk Board Junction,18698,37.43236,1.2202127,60.473977,93.70377,1,Overcast,No
2022-01-29,M.G. Road,Trinity Circle,46919,37.869559,1.5,100,100,1,Clear,No
2022-01-29,M.G. Road,Anil Kumble Circle,24561,29.369105,1.3247464,72.147243,100,3,Rain,No
2022-01-29,Hebbal,Hebbal Flyover,38893,39.508914,1.5,100,100,3,Windy,No
2022-01-29,Yeshwanthpur,Yeshwanthpur Circle,23280,55.544121,1.3862556,75.471107,100,3,Clear,No
2022-01-29,Yeshwanthpur,Tumkur Road,14218,45.757593,1.1480929,52.418912,75.059953,1,Clear,No
2022-01-30,Indiranagar,100 Feet Road,46490,42.172836,1.5,100,100,1,Rain,No
2022-01-30,Indiranagar,CMH Road,24746,48.123782,1.05492,91.534402,100,4,Clear,No
2022-01-30,Whitefield,Marathahalli Bridge,7796,63.065162,1.3396392,23.654609,35.662786,1,Overcast,No
2022-01-30,Koramangala,Sony World Junction,64872,45.573683,1.5,100,100,1,Clear,No
2022-01-30,Koramangala,Sarjapur Road,41932,31.970386,1.5,100,100,2,Clear,No
2022-01-30,Electronic City,Silk Board Junction,6995,62.031726,1.1660583,21.760511,37.825639,0,Fog,No
2022-01-30,M.G. Road,Trinity Circle,38991,35.210602,1.5,100,100,0,Clear,No
2022-01-30,M.G. Road,Anil Kumble Circle,38640,42.404071,1.5,100,100,1,Clear,Yes
2022-01-30,Jayanagar,Jayanagar 4th Block,33230,20,1.5,100,100,2,Clear,No
2022-01-30,Hebbal,Hebbal Flyover,25736,29.828629,1.5,92.164052,100,1,Clear,No
2022-01-30,Hebbal,Ballari Road,15848,44.139303,1.0427203,61.894724,74.842269,0,Rain,No
2022-01-30,Yeshwanthpur,Yeshwanthpur Circle,29940,30.321778,1.5,100,100,3,Overcast,No
2022-01-30,Yeshwanthpur,Tumkur Road,11222,28.997289,1.2178221,30.604262,58.022467,0,Clear,No
